pattern,observations,mean_return,net_mean,win_rate,horizon_days,period
momentum_60_10_ma100,40948,0.008316054339398244,-0.0019062614500754398,0.45538243626062325,20,holdout
momentum_60_10_ma100,85828,0.019087375678865967,0.008865059889392284,0.430104394836184,40,development
momentum_60_10_ma100,29040,-0.0033690626457632184,-0.013591378435236902,0.4240702479338843,40,selection
momentum_60_10_ma100,40830,0.00963423086589697,-0.0005880849235767142,0.44161156012735736,40,holdout
momentum_60_10_ma200,76112,0.002933186848090264,-0.00728912894138342,0.4294986335926004,5,development
momentum_60_10_ma200,26563,0.0015429934010720155,-0.008679322388401668,0.44637277415954524,5,selection
momentum_60_10_ma200,38347,0.0030607083377233936,-0.00716160745175029,0.4604010743995619,5,holdout
momentum_60_10_ma200,76107,0.007357816271582358,-0.0028644995178913257,0.44169393091305664,10,development
momentum_60_10_ma200,26563,0.0021200663751206523,-0.008102249414353032,0.44422693219892334,10,selection
momentum_60_10_ma200,38361,0.005395397728672844,-0.0048269180608008395,0.46568129089439797,10,holdout
momentum_60_10_ma200,76100,0.014334753185456956,0.004112437395983272,0.44515111695137977,20,development
momentum_60_10_ma200,26563,0.0017252901434771052,-0.008497025645996577,0.4341000639987953,20,selection
momentum_60_10_ma200,38336,0.009243741929677009,-0.0009785738597966748,0.45834202838063437,20,holdout
